title,budget,revenue,runtime,genres,release_date,production_companies,director
Love and Monsters,30000000,1122066,109,"Comedy, Action, Adventure, Fantasy, Science Fiction",2020-10-16,21 Laps Entertainment,Michael Matthews
Only the Brave,38000000,25754775,133,"Drama, Action",2017-09-22,"di Bonaventura Pictures, Black Label Media, Condé Nast Entertainment",Joseph Kosinski
The Lovely Bones,65000000,93600000,136,"Fantasy, Drama",2009-12-26,"WingNut Films, DreamWorks Pictures, Film4 Productions",Peter Jackson
Midway,100000000,127400000,138,"Action, War, History",2019-11-06,"AGC Studios, Centropolis Entertainment, Street Entertainment, Entertainment One, Starlight Culture Entertainment Group, Shanghai RuYi Entertainment",Roland Emmerich
Speak No Evil,3200000,631249,97,"Horror, Thriller, Drama",2022-03-17,"Profile Pictures, OAK Motion Pictures",Christian Tafdrup
Speed,30000000,350448145,116,"Action, Thriller",1994-06-09,"20th Century Fox, The Mark Gordon Company",Jan de Bont
Spider-Man 2,200000000,788976453,127,"Action, Adventure, Science Fiction",2004-06-25,"Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",Sam Raimi
Run,1700000,5184368,90,"Thriller, Horror, Drama",2020-11-20,Search Party,Aneesh Chaganty
Donnie Brasco,35000000,124909762,147,"Crime, Drama, Thriller",1997-02-27,"Phoenix Pictures, Mark Johnson Productions, Baltimore Pictures, TriStar Pictures, Mandalay Pictures",Mike Newell
Journey to the Center of the Earth,45000000,101702060,93,"Action, Science Fiction, Adventure, Comedy, Family",2008-07-10,"New Line Cinema, Walden Media, Journey Films",Eric Brevig
Insurgent,110000000,297002527,119,"Action, Science Fiction, Thriller",2015-03-18,"Summit Entertainment, Red Wagon Entertainment, Mandeville Films, NeoReel, Lionsgate",Robert Schwentke
Snow White and the Huntsman,170000000,396600000,127,"Adventure, Fantasy, Drama",2012-05-30,"Universal Pictures, Roth Films",Rupert Sanders
Back to the Future Part II,40000000,332000000,108,"Adventure, Comedy, Science Fiction",1989-11-22,"Universal Pictures, Amblin Entertainment",Robert Zemeckis
The Bourne Identity,60000000,214034224,119,"Action, Drama, Mystery, Thriller",2002-06-14,"Universal Pictures, Hypnotic, Kalima Productions, Stillking Films, The Kennedy/Marshall Company",Doug Liman
Daredevil,78000000,179179718,103,"Fantasy, Action",2003-02-14,"Marvel Enterprises, New Regency Pictures, Epsilon Motion Pictures, Regency Enterprises, 20th Century Fox",Mark Steven Johnson
Airplane!,3500000,83453539,88,Comedy,1980-07-02,"Paramount Pictures, Howard W. Koch Productions",Jim Abrahams
A Simple Favor,20000000,97644617,117,"Crime, Thriller, Comedy",2018-08-29,"Feigco Entertainment, Bron Studios",Paul Feig
The Soul Eater,3500000,864825,111,"Thriller, Horror, Crime, Mystery",2024-04-24,"Phase 4 Productions, Place du Marché Productions, uMedia, Star Invest Films Production, Région Grand Est, Amazon Studios France, OCS, uFund, France Télévisions, Palatine Étoile 8, SG Image 2021, Conseil Département Du Loir-Et-Cher, CNC, WTFilms, Dark Sky Films",Julien Maury
A Dog's Purpose,22000000,205000000,100,"Adventure, Comedy, Fantasy, Family, Drama",2017-01-19,"Amblin Entertainment, Pariah, Walden Media, Reliance Entertainment, Universal Pictures, DreamWorks Pictures, Amblin Partners",Lasse Hallström
A Dog's Purpose,22000000,205000000,100,"Adventure, Comedy, Fantasy, Family, Drama",2017-01-19,"Amblin Entertainment, Pariah, Walden Media, Reliance Entertainment, Universal Pictures, DreamWorks Pictures, Amblin Partners",Lasse Hallström
F9,200000000,726229501,143,"Action, Adventure, Crime",2021-05-19,"Original Film, One Race, Perfect Storm Entertainment, Universal Pictures, Roth-Kirschenbaum Films",Justin Lin
The House That Jack Built,9800000,5566776,151,"Drama, Horror, Crime, Thriller",2018-07-05,"Zentropa Entertainments, Copenhagen Film Fund, Copenhagen Film Fund, Slot Machine, Film i Väst, Zentropa International Sweden, Zentropa International France, Zentropa International Köln",Lars von Trier
The Canterville Ghost,10000000,2000000,89,"Animation, Comedy, Family, Fantasy",2023-09-22,"Arc Productions, Melmoth Films, Sprout Pictures, D’Arblay Films, Dorado Media and Capital, Align, Space Age Films, Toonz Media Group",Kim Burdon
The Abyss,70000000,90000098,140,"Adventure, Action, Thriller, Science Fiction",1989-08-09,"20th Century Fox, Pacific Western",James Cameron
The Transporter,21000000,43900000,92,"Action, Crime, Thriller",2002-10-02,"TF1 Films Production, EuropaCorp, Current Entertainment, Canal+",Corey Yuen Kwai
Godzilla,160000000,524978362,123,"Action, Drama, Science Fiction",2014-05-14,Legendary Pictures,Gareth Edwards
Mechanic: Resurrection,40000000,125729635,98,"Action, Crime, Thriller",2016-08-25,"Davis Films, ME2 Productions, Millennium Media, Chartoff-Winkler Productions, Summit Entertainment",Dennis Gansel
The Last Temptation of Christ,7000000,33773585,163,Drama,1988-05-28,"Universal Pictures, Cineplex-Odeon Films",Martin Scorsese
The Princess Bride,16000000,30900000,99,"Adventure, Family, Fantasy, Comedy, Romance",1987-09-25,"The Princess Bride Ltd., Buttercup Films Ltd., Act III Productions",Rob Reiner
Zombieland,23600000,102391540,88,"Comedy, Horror",2009-10-02,"Pariah, Columbia Pictures, Relativity Media",Ruben Fleischer
Onward,200000000,141940042,103,"Family, Animation, Adventure, Comedy, Fantasy",2020-02-29,"Walt Disney Pictures, Pixar",Dan Scanlon
Onward,200000000,141940042,103,"Family, Animation, Adventure, Comedy, Fantasy",2020-02-29,"Walt Disney Pictures, Pixar",Dan Scanlon
The Enforcer,1109000,2873000,87,"Drama, Thriller",1951-02-24,United States Pictures,Bretaigne Windust
Love,3000000,249083,134,"Drama, Romance",2015-07-15,"Wild Bunch, Les Cinémas de la Zone, RT Features, Rectangle Productions, SCOPE Pictures",Gaspar Noé
The Smurfs,110000000,563749323,102,"Animation, Family, Adventure, Comedy, Fantasy",2011-07-29,"Columbia Pictures, Sony Pictures Animation, Kerner Entertainment Company",Raja Gosnell
Click,82500000,240685326,107,"Comedy, Drama, Fantasy",2006-06-23,"Original Film, Revolution Studios, Columbia Pictures, Happy Madison Productions",Frank Coraci
Olympus Has Fallen,70000000,170270201,120,"Action, Thriller",2013-03-20,"Millennium Media, G-BASE, Nu Image",Antoine Fuqua
Meet the Robinsons,150000000,169332978,95,"Animation, Comedy, Family",2007-03-23,"Walt Disney Pictures, Walt Disney Animation Studios",Stephen J. Anderson
Warrior,25000000,23300000,140,"Drama, Action",2011-09-09,"Lionsgate, Mimran Schur Pictures, Solaris Film, Filmtribe",Gavin O'Connor
What Women Want,70000000,374100000,127,"Comedy, Romance",2000-12-15,"Paramount Pictures, Icon Productions, Wind Dancer Films, Icon Entertainment International",Nancy Meyers
PAW Patrol: The Movie,26000000,144327371,86,"Family, Comedy, Adventure, Animation",2021-08-09,"Spin Master, Nickelodeon Movies, Paramount Pictures, Mikros Image, Mikros Animation",Cal Brunker
The Big Sick,5000000,56303596,120,"Comedy, Drama, Romance",2017-03-30,"FilmNation Entertainment, Apatow Productions, Story Ink",Michael Showalter
Over the Hedge,80000000,343397247,84,"Family, Comedy, Animation",2006-05-17,DreamWorks Animation,Karey Kirkpatrick
Don't Look Up,75000000,791863,138,"Comedy, Science Fiction, Drama",2021-12-08,Hyperobject Industries,Adam McKay
Journey 2: The Mysterious Island,79000000,355692760,94,"Adventure, Action, Science Fiction",2012-01-19,"Walden Media, New Line Cinema, Contrafilm, Warner Bros. Pictures",Brad Peyton
Pinocchio,2600000,164000000,88,"Animation, Family, Fantasy",1940-02-23,Walt Disney Productions,Hamilton Luske
Space Jam: A New Legacy,150000000,163692228,115,"Family, Animation, Comedy, Science Fiction, Adventure",2021-07-08,"Warner Animation Group, Proximity Media, Warner Bros. Pictures, The SpringHill Company",Malcolm D. Lee
Cinema Paradiso,5000000,11990401,124,"Drama, Romance",1988-11-17,"RAI, Tre Forum, Les Films Ariane, TF1 Films Production",Giuseppe Tornatore
The Irishman,159000000,968853,209,"Crime, Drama, History",2019-11-01,"Tribeca Productions, Sikelia Productions, Winkler Films",Martin Scorsese
Scooby-Doo,84000000,275650703,86,"Mystery, Adventure, Comedy",2002-06-14,"Mosaic Media Group, Warner Bros. Pictures",Raja Gosnell
Underworld: Blood Wars,35000000,81093313,91,"Fantasy, Action, Thriller, Science Fiction",2016-11-24,"Lakeshore Entertainment, Screen Gems, Sketch Films",Anna Foerster
The Simpsons Movie,75000000,527068851,87,"Animation, Comedy, Family",2007-07-25,"Gracie Films, 20th Century Fox",David Silverman
Gemini Man,140000000,173469516,117,"Science Fiction, Action, Adventure, Thriller",2019-10-02,"Skydance Media, Jerry Bruckheimer Films, Fosun Pictures, Paramount Pictures, Alibaba Pictures Group",Ang Lee
Rain Man,25000000,354825435,134,Drama,1988-12-12,"United Artists, Star Partners II Ltd., Guber/Peters Company",Barry Levinson
Looper,30000000,47042000,118,"Action, Thriller, Science Fiction",2012-09-26,"Endgame Entertainment, DMG Entertainment, Ram Bergman Productions",Rian Johnson
Predators,40000000,127200000,107,"Science Fiction, Action, Thriller",2010-07-03,"Davis Entertainment, 20th Century Fox, Dune Entertainment, Troublemaker Studios",Nimród Antal
The Edge of Seventeen,9000000,18803648,105,"Comedy, Drama",2016-11-18,"Tang Media Productions, Gracie Films, STXfilms, Huayi Brothers Pictures",Kelly Fremon Craig
Death Race,45000000,76000000,105,"Action, Thriller, Science Fiction",2008-08-22,"Impact Pictures, Universal Pictures, Relativity Media, Cruise/Wagner Productions, H2S2 Filmproduktionsgesellschaft, Scion Films",Paul W. S. Anderson
Coming to America,30000000,288752301,117,"Comedy, Romance",1988-06-29,"Eddie Murphy Productions, Paramount Pictures",John Landis
The Perks of Being a Wallflower,13000000,33384127,103,Drama,2012-09-20,Mr. Mudd,Stephen Chbosky
Mary Magdalene,20000000,11710110,120,Drama,2018-03-15,"Focus Features, Film4 Productions, FilmNation Entertainment, See-Saw Films, Porchlight Films, Lotus Production",Garth Davis
The Darkest Minds,34000000,41142379,105,"Action, Adventure, Drama",2018-07-25,"21 Laps Entertainment, 20th Century Fox",Jennifer Yuh Nelson
Brokeback Mountain,14000000,178043761,134,"Drama, Romance",2005-10-22,"Focus Features, River Road Entertainment, Alberta Film Entertainment",Ang Lee
The Other Guys,100000000,170432927,116,"Action, Comedy, Crime, Thriller",2010-08-06,"Columbia Pictures, Gary Sanchez Productions, Mosaic Media Group",Adam McKay
Hancock,150000000,629400000,92,"Fantasy, Action",2008-07-01,"Columbia Pictures, Relativity Media, Blue Light, Weed Road Pictures, Overbrook Entertainment",Peter Berg
Les Misérables,61000000,442636309,158,"History, Drama",2012-12-18,"Universal Pictures, Working Title Films, Cameron Mackintosh Ltd., Relativity Media, Working Title Films",Tom Hooper
Love Actually,40000000,250779876,135,"Comedy, Romance, Drama",2003-09-07,"Working Title Films, DNA Films, Universal Pictures, StudioCanal",Richard Curtis
The Fly,15000000,60629159,96,"Horror, Science Fiction",1986-08-15,"SLM Production Group, Brooksfilms",David Cronenberg
Immortals,75000000,226904017,110,"Fantasy, Action, Drama",2011-11-10,"Relativity Media, Virgin Produced, Hollywood Gang Productions, Atmosphere Entertainment MM, Mandate International, Rogue Pictures",Tarsem Singh
Rogue One: A Star Wars Story,200000000,1056057273,133,"Action, Adventure, Science Fiction",2016-12-14,Lucasfilm Ltd.,Gareth Edwards
Glass Onion: A Knives Out Mystery,40000000,15000000,140,"Comedy, Crime, Mystery",2022-11-23,T-Street,Rian Johnson
Cool Runnings,14000000,154856263,98,"Comedy, Adventure, Drama",1993-10-01,Walt Disney Pictures,Jon Turteltaub
The Untouchables,25000000,76270454,119,"Crime, History, Thriller",1987-06-03,"Paramount Pictures, Linson Entertainment",Brian De Palma
S.W.A.T.,80000000,207700000,117,"Action, Thriller, Crime",2003-08-08,"Original Film, Camelot Pictures, Chris Lee Productions, Illusion Entertainment, Columbia Pictures",Clark Johnson
Undisputed III: Redemption,3000000,282548,96,"Action, Thriller, Crime, Drama",2010-04-17,"Undisputed 3 Productions, Nu Image",Isaac Florentine
The Invasion,80000000,40170558,99,"Horror, Mystery, Science Fiction, Thriller",2007-08-17,"Village Roadshow Pictures, Silver Pictures, Vertigo Entertainment",Oliver Hirschbiegel
Nefarious,3000000,5400000,98,"Horror, Drama",2023-04-14,"Believe Entertainment, Soli Deo Gloria Releasing",Chuck Konzelman
Die Hard 2,70000000,240031094,124,"Action, Thriller",1990-07-03,"Gordon Company, Silver Pictures, 20th Century Fox",Renny Harlin
The Butterfly Effect,13000000,96800000,113,"Science Fiction, Thriller",2004-01-17,"FilmEngine, Katalyst Films, BenderSpink, New Line Cinema",J. Mackye Gruber
Monkey Man,10000000,35271631,121,"Action, Thriller, Crime",2024-04-03,"Thunder Road, Bron Studios, Monkeypaw Productions, Minor Realm, Creative Wealth Media Finance, S'YA Concept",Dev Patel
The Outlaws,5900000,52946454,121,"Action, Crime, Thriller",2017-10-03,"Hong Film, BA Entertainment",Kang Yun-sung
Afraid,12000000,12977758,84,"Horror, Science Fiction, Thriller",2024-08-28,"Blumhouse Productions, Depth of Field",Chris Weitz
The Empty Man,16000000,4796993,137,"Horror, Mystery, Thriller",2020-10-22,"BOOM! Studios, Out of Africa Entertainment, 20th Century Fox",David Prior
All About Lily Chou-Chou,1250000,6776921,146,"Drama, Crime",2001-10-06,"Rockwell Eyes, JVC, WOWOW, OORONG-SHA",Shunji Iwai
Secretary,4000000,9300000,111,"Romance, Drama, Comedy",2002-09-20,"Slough Pond, double A Films, TwoPoundBag Productions",Steven Shainberg
Star Trek Into Darkness,190000000,467381584,132,"Action, Adventure, Science Fiction",2013-05-05,"Bad Robot, Paramount Pictures, Skydance Media",J.J. Abrams
Dune,40000000,30982607,137,"Action, Science Fiction, Adventure",1984-12-14,The De Laurentiis Company,David Lynch
Enemy at the Gates,68000000,96976270,131,"Drama, War, History, Romance",2001-02-28,"Paramount Pictures, Mandalay Pictures, KC Medien, Reperage, DOS, MP Film Management, Little Bird, Lions Gate Films, Swanford Films",Jean-Jacques Annaud
The Curse of La Llorona,9000000,123233739,93,Horror,2019-04-17,"Atomic Monster, New Line Cinema, Emile Gladstone Productions",Michael Chaves
Snake Eyes: G.I. Joe Origins,88000000,36964325,121,"Action, Adventure",2021-07-22,"Paramount Pictures, Metro-Goldwyn-Mayer, di Bonaventura Pictures, Entertainment One, Skydance Media, Hasbro",Robert Schwentke
Oblivion,120000000,286168572,124,"Action, Science Fiction, Adventure, Mystery",2013-04-10,"Universal Pictures, Relativity Media, Monolith Pictures, Chernin Entertainment, Radical Studios, Anonymous Content",Joseph Kosinski
The Hitman's Bodyguard,30000000,176586701,118,"Action, Comedy, Crime, Thriller",2017-08-16,"Campbell Grobman Films, East Light Media, Nu Boyana Film Studios, Tom de Mol Productions, Summit Entertainment, Millennium Media, Davis Films, Cristal Pictures, Lionsgate, TIK Films",Patrick Hughes
Hansel & Gretel: Witch Hunters,50000000,226349749,88,"Fantasy, Horror, Action",2013-01-17,"Paramount Pictures, MTV Films, Gary Sanchez Productions, Studio Babelsberg, Metro-Goldwyn-Mayer",Tommy Wirkola
Ferris Bueller's Day Off,6000000,70100000,103,Comedy,1986-06-11,Paramount Pictures,John Hughes
Hercules,100000000,244819862,98,"Action, Adventure",2014-07-23,"Paramount Pictures, Radical Studios, Flynn Picture Company, Metro-Goldwyn-Mayer",Brett Ratner
Yes Man,70000000,223200000,104,"Comedy, Romance",2008-12-09,"Warner Bros. Pictures, Village Roadshow Pictures, Heyday Films, The Zanuck Company",Peyton Reed
Aquaman,160000000,1152028393,143,"Action, Adventure, Fantasy",2018-12-07,"Warner Bros. Pictures, The Safran Company, DC Films",James Wan
Jack Reacher: Never Go Back,60000000,162100000,118,"Action, Thriller",2016-10-19,"Skydance Media, Huahua Media, Shanghai Film Group, TC Productions, Paramount Pictures",Edward Zwick
Saltburn,20000000,21013738,131,"Drama, Comedy, Thriller",2023-11-16,"LuckyChap Entertainment, MRC, Lie Still",Emerald Fennell
Monty Python and the Holy Grail,400000,5028948,91,"Adventure, Comedy, Fantasy",1975-03-14,"Python (Monty) Pictures Limited, Michael White Productions, National Film Trustee Company",Terry Jones
How the Grinch Stole Christmas,123000000,345800000,104,"Family, Comedy, Fantasy",2000-11-17,"Universal Pictures, Imagine Entertainment, LUNI Productions, Dr. Seuss Enterprises",Ron Howard
Hachi: A Dog's Tale,16000000,46800000,93,"Drama, Family",2009-06-08,"Scion Films, Stage 6 Films, Inferno Distribution, Hachiko, Grand Army Entertainment, Opperman Viner Chrystyn Entertainment",Lasse Hallström
Wallace & Gromit: The Curse of the Were-Rabbit,30000000,192610372,85,"Adventure, Animation, Comedy, Family",2005-09-15,"Aardman, DreamWorks Animation",Steve Box
The Woman King,50000000,97300000,135,"Action, Drama, History",2022-09-16,"TriStar Pictures, JuVee Productions, Entertainment One, Welle Entertainment, TSG Entertainment II",Gina Prince-Bythewood
The Exorcism of Emily Rose,19000000,145166804,122,"Crime, Drama, Horror, Thriller",2005-09-09,"Lakeshore Entertainment, Firm Films, Screen Gems",Scott Derrickson
Despicable Me 3,80000000,1034800131,90,"Action, Animation, Comedy, Family, Adventure",2017-06-15,"Illumination, Universal Pictures",Kyle Balda
A Cinderella Story,19000000,70067909,95,"Comedy, Family, Romance",2004-07-16,"Dylan Sellers Productions, Gaylord Films, Clifford Werber Productions, Warner Bros. Pictures",Mark Rosman
Horrible Bosses,35000000,209838559,98,"Comedy, Crime",2011-07-08,"New Line Cinema, RAT Entertainment",Seth Gordon
Marrowbone,8000000,12294931,111,"Thriller, Horror, Mystery",2017-10-27,"Telecinco Cinema, Marrowbone, Ruidos en el Ático, Mediaset España, Universal Pictures, Lionsgate, Movistar+",Sergio G. Sánchez
The Apprentice,16000000,17271613,122,"History, Drama",2024-10-09,"Gidden Media, Head Gear Films, Metrol Technology, Scythia Films, Profile Pictures, Tailored Films, Film Institute, Film i Väst, Fís Éireann/Screen Ireland, RocketScience, LB Entertainment, AC Films, Rich Spirit, Wild 7 Films",Ali Abbasi
Robin Hood,100000000,86493046,116,"Adventure, Action, Thriller, Fantasy",2018-11-03,"Appian Way, Safehouse Pictures, Summit Entertainment, Thunder Road, TIK Films, EMG Management, Lionsgate",Otto Bathurst
Anastasia,53000000,139804348,94,"Animation, Family, Fantasy, Adventure",1997-11-20,"Fox Animation Studios, The Big Gun Project, 20th Century Fox",Don Bluth
Addams Family Values,47000000,48919043,94,"Comedy, Family, Fantasy",1993-11-19,"Scott Rudin Productions, Paramount Pictures",Barry Sonnenfeld
Mad Max,350000,100000000,91,"Adventure, Action, Thriller, Science Fiction",1979-04-12,"Kennedy Miller Productions, American International Pictures",George Miller
Ghostbusters: Frozen Empire,100000000,201967521,115,"Fantasy, Adventure, Comedy",2024-03-20,"Ghost Corps, Columbia Pictures",Gil Kenan
Argo,44500000,232300000,120,"Drama, Thriller",2012-10-11,"GK Films, Warner Bros. Pictures, Smoke House Pictures",Ben Affleck
The Hangover Part III,103000000,362000072,100,Comedy,2013-05-23,"Green Hat Films, Legendary Pictures, BenderSpink",Todd Phillips
La Haine,2600000,15300000,98,Drama,1995-05-31,"Kasso Productions, La Sept Cinéma, Les Productions Lazennec, Canal+, StudioCanal",Mathieu Kassovitz
The First Purge,13000000,137056262,97,"Action, Horror, Thriller",2018-07-04,"Platinum Dunes, Blumhouse Productions, Universal Pictures",Gerard McMurray
Lone Survivor,40000000,149295601,121,"War, Action, Drama",2013-12-24,"EFO Films, Envision Entertainment, Film 44, Herrick Entertainment, Leverage Entertainment, Spikings Entertainment, Single Berry, Closest to the Hole Productions",Peter Berg
Brothers,26000000,43500000,105,"Drama, Thriller, War",2009-12-02,"Lionsgate, Relativity Media, Sighvatsson Films, Michael De Luca Productions, Palomar Pictures, Mandate International",Jim Sheridan
The Jackal,60000000,159300000,124,"Action, Thriller, Adventure, Crime",1997-11-14,"Universal Pictures, Mutual Film Company, Alphaville Films, UGC PH, Marubeni, TOHO-TOWA, BBC, Tele München",Michael Caton-Jones
Batman Returns,80000000,280000000,126,"Action, Fantasy",1992-06-19,"Warner Bros. Pictures, Polygram Pictures",Tim Burton
Clash of the Titans,125000000,493214993,106,"Adventure, Fantasy, Action",2010-03-26,"The Zanuck Company, Legendary Pictures, Thunder Road, Moving Picture Company, Warner Bros. Pictures",Louis Leterrier
Don't Breathe,9900000,158906350,89,"Horror, Thriller",2016-06-08,"Screen Gems, Stage 6 Films, Ghost House Pictures",Fede Álvarez
A Walk Among the Tombstones,28000000,58834384,114,"Crime, Drama, Mystery, Thriller",2014-09-18,"Traveling Picture Show Company, Jersey Films, Free State Pictures, Exclusive Media, Cross Creek Pictures, 1984 Private Defense Contractors, Da Vinci Media Ventures, Double Feature Films",Scott Frank
Treasure Planet,140000000,109578115,95,"Adventure, Animation, Family, Fantasy, Science Fiction",2002-11-26,"Walt Disney Pictures, Walt Disney Feature Animation",John Musker
"As Above, So Below",5000000,41900000,93,"Horror, Thriller",2014-08-14,"Brothers Dowdle Productions, Legendary Pictures, Universal Pictures",John Erick Dowdle
True Grit,38000000,252300000,110,"Drama, Adventure, Western",2010-12-22,"Paramount Pictures, Scott Rudin Productions, Mike Zoss Productions, Skydance Media",Ethan Coen
Mary Poppins,4650000,103100000,139,"Comedy, Family, Fantasy",1964-12-17,Walt Disney Productions,Robert Stevenson
Star Wars: Episode II - Attack of the Clones,120000000,649398328,142,"Adventure, Action, Science Fiction",2002-05-15,Lucasfilm Ltd.,George Lucas
Wrath of the Titans,150000000,301970083,99,"Fantasy, Adventure, Action",2012-03-28,"Thunder Road, Legendary Pictures, Cott Productions, Furia de Titanes II, A.I.E., Warner Bros. Pictures",Jonathan Liebesman
Johnny English,40000000,160466000,89,"Adventure, Action, Comedy",2003-03-14,Working Title Films,Peter Howitt
Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,122,"Adventure, Action",2008-05-21,"Paramount Pictures, Lucasfilm Ltd.",Steven Spielberg
A Few Good Men,40000000,243240178,138,Drama,1992-12-11,David Brown Productions,Rob Reiner
Underworld,22000000,95708457,122,"Fantasy, Action, Thriller",2003-09-19,"Screen Gems, Lakeshore Entertainment",Len Wiseman
The Blair Witch Project,60000,248639099,81,"Horror, Mystery",1999-07-14,"Haxan Films, Artisan Entertainment",Daniel Myrick
Chef,11000000,45967935,114,Comedy,2014-05-08,"Altus Media, Fairview Entertainment, Prescience",Jon Favreau
Law Abiding Citizen,53000000,127900000,109,"Drama, Crime, Thriller",2009-10-15,"The Film Department, Evil Twins, Warp Films, G-BASE",F. Gary Gray
Fantastic Mr. Fox,40000000,46471023,87,"Adventure, Animation, Comedy, Family",2009-10-23,"Regency Enterprises, Indian Paintbrush, American Empirical Pictures",Wes Anderson
The Holdovers,13000000,42513270,133,"Comedy, Drama",2023-10-27,"Miramax, Gran Via Productions",Alexander Payne
Elysium,115000000,286140700,109,"Science Fiction, Action, Drama, Thriller",2013-08-07,"TriStar Pictures, MRC, QED International, Alphacore, Genre Films",Neill Blomkamp
Trainspotting,4000000,71981823,94,"Drama, Crime",1996-02-23,"Figment Films, The Noel Gay Motion Picture Company, Channel Four Films",Danny Boyle
Darkest Hour,30000000,150847207,125,"Drama, History",2017-11-22,"Working Title Films, Perfect World Pictures, Focus Features",Joe Wright
"Ruby Gillman, Teenage Kraken",70000000,46247409,91,"Animation, Family, Fantasy, Comedy",2023-06-28,DreamWorks Animation,Kirk DeMicco
Bram Stoker's Dracula,40000000,215862692,128,"Romance, Horror",1992-11-13,"American Zoetrope, Osiris Films, Columbia Pictures",Francis Ford Coppola
King Arthur: Legend of the Sword,175000000,148700000,126,"Action, Drama, Fantasy",2017-05-10,"Village Roadshow Pictures, Weed Road Pictures, Wigram Productions, Safehouse Pictures, Warner Bros. Pictures",Guy Ritchie
The SpongeBob Movie: Sponge Out of Water,74000000,311594032,93,"Family, Adventure, Comedy, Fantasy, Animation",2015-01-28,"Paramount Animation, Paramount Pictures, Nickelodeon Movies, United Plankton Pictures, Film Victoria, Rough Draft Studios, Disruption Entertainment",Paul Tibbitt
Tomb Raider,94000000,274650803,118,"Action, Adventure, Fantasy",2018-03-05,"Square Enix, GK Films, Metro-Goldwyn-Mayer, Warner Bros. Pictures",Roar Uthaug
Gremlins,11000000,153083102,106,"Fantasy, Horror, Comedy",1984-06-08,"Amblin Entertainment, Warner Bros. Pictures",Joe Dante
The Peanut Butter Falcon,6200000,23712097,97,"Adventure, Comedy, Drama",2019-08-09,"Armory Films, Endeavor Content, Bona Fide Productions, Lucky Treehouse",Tyler Nilson
The Shape of Water,19500000,195300000,123,"Drama, Fantasy, Romance",2017-12-01,"Double Dare You, Fox Searchlight Pictures, Bull Productions, TSG Entertainment",Guillermo del Toro
Goldfinger,3000000,124900000,110,"Adventure, Action, Thriller",1964-09-20,"EON Productions, United Artists",Guy Hamilton
White House Down,150000000,205366737,131,"Action, Drama, Thriller",2013-06-27,"Columbia Pictures, Mythology Entertainment, Centropolis Entertainment",Roland Emmerich
Pacific Rim: Uprising,150000000,290061297,111,"Action, Fantasy, Science Fiction, Adventure",2018-03-21,"Legendary Pictures, Double Dare You",Steven S. DeKnight
The Expendables 3,95000000,214657577,126,"Action, Adventure, Thriller",2014-08-07,"Davis Films, Nu Image, Ex3 Productions, Fipex Holding, Lionsgate, Millennium Media",Patrick Hughes
Dances with Wolves,22000000,424208848,181,"Adventure, Drama, Western",1990-03-30,"Tig Productions, Majestic Films International, Allied Filmmakers",Kevin Costner
Blow,53000000,83300000,124,"Crime, Drama",2001-04-04,"New Line Cinema, Spanky Pictures, Apostle",Ted Demme
Peter Rabbit 2: The Runaway,45000000,153000000,93,"Family, Adventure, Animation",2021-03-25,"Columbia Pictures, Olive Bridge Entertainment, Animal Logic, MRC, 2.0 Entertainment",Will Gluck
Suspiria,20000000,7953089,152,"Horror, Mystery, Drama",2018-10-26,"Frenesy Film, Videa, Mythology Entertainment, First Sun, MeMo Films, K Period Media",Luca Guadagnino
The Longest Yard,90000000,191466556,113,"Drama, Comedy, Crime",2005-05-27,"Callahan Filmworks, Paramount Pictures, MTV Films, Columbia Pictures, Happy Madison Productions",Peter Segal
SPY x FAMILY CODE: White,5000000,59629242,110,"Animation, Comedy, Adventure, Action",2023-12-22,"WIT STUDIO, CloverWorks, TOHO, Shueisha, TV Tokyo, Shogakukan-Shueisha Productions",Takashi Katagiri
"Paul, Apostle of Christ",5000000,25915966,108,Drama,2018-03-23,"Outside Da Box, Affirm Films, ODB Films",Andrew Hyatt
30 Days of Night,30000000,80276156,113,"Horror, Thriller",2007-10-17,"HorrorFlix, Columbia Pictures, Ghost House Pictures, Dark Horse Entertainment, Mandate International",David Slade
Bambi,858000,267447150,70,"Animation, Drama, Family",1942-08-14,Walt Disney Productions,David Hand
The Reader,32000000,108902486,124,"Drama, Romance",2008-12-10,"The Weinstein Company, Mirage Enterprises, Studio Babelsberg",Stephen Daldry
That's My Boy,70000000,58100000,116,"Comedy, Drama",2012-06-14,"Relativity Media, Columbia Pictures, Happy Madison Productions",Sean Anders
The Order,20000000,1970445,116,"Crime, Drama, Thriller",2024-12-05,"Riff Raff Entertainment, Chasing Epic Pictures, AGC Studios",Justin Kurzel
The Bank Job,20000000,64828421,112,"Thriller, Crime, Drama",2008-02-28,"Omnilab Media, Mosaic Media Group, Relativity Media, Skyline (Baker St), Arclight Films, Lionsgate",Roger Donaldson
The Bank Job,20000000,64828421,112,"Thriller, Crime, Drama",2008-02-28,"Omnilab Media, Mosaic Media Group, Relativity Media, Skyline (Baker St), Arclight Films, Lionsgate",Roger Donaldson
In the Mood for Love,150000,14204632,99,"Drama, Romance",2000-09-29,"Block 2 Pictures, Paradis Films, Jet Tone Production",Wong Kar-wai
Indecent Proposal,38000000,266614059,117,"Romance, Drama",1993-04-07,Paramount Pictures,Adrian Lyne
